Arquivo	Registros	Tempo
201407_BolsaFamiliaFolhaPagamento.csv	14389582	260.994196064
201408_BolsaFamiliaFolhaPagamento.csv	14131123	259.416962191
201409_BolsaFamiliaFolhaPagamento.csv	14143630	261.188823964
201410_BolsaFamiliaFolhaPagamento.csv	14076919	264.524563147
201411_BolsaFamiliaFolhaPagamento.csv	14109947	258.945104401
201412_BolsaFamiliaFolhaPagamento.csv	14054243	261.260433476
201501_BolsaFamiliaFolhaPagamento.csv	14026988	264.177529668
201502_BolsaFamiliaFolhaPagamento.csv	14042558	262.079785143
201503_BolsaFamiliaFolhaPagamento.csv	14004026	259.929236131
201504_BolsaFamiliaFolhaPagamento.csv	13787678	257.416688929
201505_BolsaFamiliaFolhaPagamento.csv	13779988	264.627831192
201506_BolsaFamiliaFolhaPagamento.csv	13753665	256.862967409
201507_BolsaFamiliaFolhaPagamento.csv	13861879	252.200926566
201508_BolsaFamiliaFolhaPagamento.csv	13823829	257.415284581
201509_BolsaFamiliaFolhaPagamento.csv	13912767	274.152761216
201510_BolsaFamiliaFolhaPagamento.csv	14002752	258.535097051
201511_BolsaFamiliaFolhaPagamento.csv	13815096	257.765865512
201512_BolsaFamiliaFolhaPagamento.csv	13980491	263.728173075
201601_BolsaFamiliaFolhaPagamento.csv	14020581	258.726438904
201602_BolsaFamiliaFolhaPagamento.csv	14008965	261.858810978
201603_BolsaFamiliaFolhaPagamento.csv	13868458	260.869931235
201604_BolsaFamiliaFolhaPagamento.csv	13932487	252.137979243
201605_BolsaFamiliaFolhaPagamento.csv	13872465	257.65039673
201606_BolsaFamiliaFolhaPagamento.csv	13849866	258.037819987

Arquivo	Registros	Tempo
201407_BolsaFamiliaFolhaPagamento.csv	14389582	263.365499008
201408_BolsaFamiliaFolhaPagamento.csv	14131123	263.593855283
201409_BolsaFamiliaFolhaPagamento.csv	14143630	258.5233798
201410_BolsaFamiliaFolhaPagamento.csv	14076919	262.356659446
201411_BolsaFamiliaFolhaPagamento.csv	14109947	256.864759777
201412_BolsaFamiliaFolhaPagamento.csv	14054243	259.92335436
201501_BolsaFamiliaFolhaPagamento.csv	14026988	258.776563872
201502_BolsaFamiliaFolhaPagamento.csv	14042558	254.073563467
201503_BolsaFamiliaFolhaPagamento.csv	14004026	257.156540127
201504_BolsaFamiliaFolhaPagamento.csv	13787678	250.936906858
201505_BolsaFamiliaFolhaPagamento.csv	13779988	260.710250441
201506_BolsaFamiliaFolhaPagamento.csv	13753665	257.689199289
201507_BolsaFamiliaFolhaPagamento.csv	13861879	257.954064149
201508_BolsaFamiliaFolhaPagamento.csv	13823829	261.935299889
201509_BolsaFamiliaFolhaPagamento.csv	13912767	276.256314835
201510_BolsaFamiliaFolhaPagamento.csv	14002752	255.308833945
201511_BolsaFamiliaFolhaPagamento.csv	13815096	254.404457443
201512_BolsaFamiliaFolhaPagamento.csv	13980491	266.264339547
201601_BolsaFamiliaFolhaPagamento.csv	14020581	255.58253776
201602_BolsaFamiliaFolhaPagamento.csv	14008965	257.594133532
201603_BolsaFamiliaFolhaPagamento.csv	13868458	263.811553226
201604_BolsaFamiliaFolhaPagamento.csv	13932487	254.071876472
201605_BolsaFamiliaFolhaPagamento.csv	13872465	253.262278056
201606_BolsaFamiliaFolhaPagamento.csv	13849866	252.058247299

Arquivo	Registros	Tempo
201407_BolsaFamiliaFolhaPagamento.csv	14389582	262.791864685
201408_BolsaFamiliaFolhaPagamento.csv	14131123	255.406421182
201409_BolsaFamiliaFolhaPagamento.csv	14143630	260.088878503
201410_BolsaFamiliaFolhaPagamento.csv	14076919	260.704265128
201411_BolsaFamiliaFolhaPagamento.csv	14109947	262.16257948
201412_BolsaFamiliaFolhaPagamento.csv	14054243	258.653226261
201501_BolsaFamiliaFolhaPagamento.csv	14026988	263.15843631
201502_BolsaFamiliaFolhaPagamento.csv	14042558	255.007306139
201503_BolsaFamiliaFolhaPagamento.csv	14004026	262.710252334
201504_BolsaFamiliaFolhaPagamento.csv	13787678	253.72102881
201505_BolsaFamiliaFolhaPagamento.csv	13779988	256.962456533
201506_BolsaFamiliaFolhaPagamento.csv	13753665	252.875754455
201507_BolsaFamiliaFolhaPagamento.csv	13861879	254.518784549
201508_BolsaFamiliaFolhaPagamento.csv	13823829	260.066187726
201509_BolsaFamiliaFolhaPagamento.csv	13912767	275.773978532
201510_BolsaFamiliaFolhaPagamento.csv	14002752	259.249276889
201511_BolsaFamiliaFolhaPagamento.csv	13815096	260.941096401
201512_BolsaFamiliaFolhaPagamento.csv	13980491	262.140790002
201601_BolsaFamiliaFolhaPagamento.csv	14020581	256.868453907
201602_BolsaFamiliaFolhaPagamento.csv	14008965	260.366581224
201603_BolsaFamiliaFolhaPagamento.csv	13868458	266.793084999
201604_BolsaFamiliaFolhaPagamento.csv	13932487	262.145478127
201605_BolsaFamiliaFolhaPagamento.csv	13872465	253.087547837
201606_BolsaFamiliaFolhaPagamento.csv	13849866	250.868793762

Arquivo	Registros	Tempo
201407_BolsaFamiliaFolhaPagamento.csv	14389582	260.276523317
201408_BolsaFamiliaFolhaPagamento.csv	14131123	258.460104501
201409_BolsaFamiliaFolhaPagamento.csv	14143630	261.599032888
201410_BolsaFamiliaFolhaPagamento.csv	14076919	260.809501789
201411_BolsaFamiliaFolhaPagamento.csv	14109947	257.629566218
201412_BolsaFamiliaFolhaPagamento.csv	14054243	262.427682693
201501_BolsaFamiliaFolhaPagamento.csv	14026988	261.066505355
201502_BolsaFamiliaFolhaPagamento.csv	14042558	257.72502511
201503_BolsaFamiliaFolhaPagamento.csv	14004026	255.183804528
201504_BolsaFamiliaFolhaPagamento.csv	13787678	256.542207184
201505_BolsaFamiliaFolhaPagamento.csv	13779988	265.064183155
201506_BolsaFamiliaFolhaPagamento.csv	13753665	252.607541742
201507_BolsaFamiliaFolhaPagamento.csv	13861879	257.419036902
201508_BolsaFamiliaFolhaPagamento.csv	13823829	256.82286472
201509_BolsaFamiliaFolhaPagamento.csv	13912767	274.30530453
201510_BolsaFamiliaFolhaPagamento.csv	14002752	256.409065205
201511_BolsaFamiliaFolhaPagamento.csv	13815096	253.578926967
201512_BolsaFamiliaFolhaPagamento.csv	13980491	263.477054981
201601_BolsaFamiliaFolhaPagamento.csv	14020581	258.563941532
201602_BolsaFamiliaFolhaPagamento.csv	14008965	254.125626916
201603_BolsaFamiliaFolhaPagamento.csv	13868458	266.125003396
201604_BolsaFamiliaFolhaPagamento.csv	13932487	254.005488512
201605_BolsaFamiliaFolhaPagamento.csv	13872465	258.434589384
201606_BolsaFamiliaFolhaPagamento.csv	13849866	257.479011445

Arquivo	Registros	Tempo
201407_BolsaFamiliaFolhaPagamento.csv	14389582	263.762064646
201408_BolsaFamiliaFolhaPagamento.csv	14131123	261.389278386
201409_BolsaFamiliaFolhaPagamento.csv	14143630	264.759348661
201410_BolsaFamiliaFolhaPagamento.csv	14076919	259.439913223
201411_BolsaFamiliaFolhaPagamento.csv	14109947	257.077055962
201412_BolsaFamiliaFolhaPagamento.csv	14054243	258.618084372
201501_BolsaFamiliaFolhaPagamento.csv	14026988	261.463151986
201502_BolsaFamiliaFolhaPagamento.csv	14042558	257.898163631
201503_BolsaFamiliaFolhaPagamento.csv	14004026	259.221353606
201504_BolsaFamiliaFolhaPagamento.csv	13787678	258.625886257
201505_BolsaFamiliaFolhaPagamento.csv	13779988	259.533910412
201506_BolsaFamiliaFolhaPagamento.csv	13753665	254.844666896
201507_BolsaFamiliaFolhaPagamento.csv	13861879	256.565007373
201508_BolsaFamiliaFolhaPagamento.csv	13823829	262.346645473
201509_BolsaFamiliaFolhaPagamento.csv	13912767	274.10753061
201510_BolsaFamiliaFolhaPagamento.csv	14002752	256.512329581
201511_BolsaFamiliaFolhaPagamento.csv	13815096	255.488309083
201512_BolsaFamiliaFolhaPagamento.csv	13980491	266.692072821
201601_BolsaFamiliaFolhaPagamento.csv	14020581	259.547343198
201602_BolsaFamiliaFolhaPagamento.csv	14008965	258.935818826
201603_BolsaFamiliaFolhaPagamento.csv	13868458	266.293758545
201604_BolsaFamiliaFolhaPagamento.csv	13932487	255.010663356
