Arquivo	Registros	Tempo
201407_BolsaFamiliaFolhaPagamento.csv	14389582	269.954892829
201408_BolsaFamiliaFolhaPagamento.csv	14131123	266.725342295
201409_BolsaFamiliaFolhaPagamento.csv	14143630	268.43368147
201410_BolsaFamiliaFolhaPagamento.csv	14076919	264.916339092
201411_BolsaFamiliaFolhaPagamento.csv	14109947	266.440781279
201412_BolsaFamiliaFolhaPagamento.csv	14054243	265.847407021
201501_BolsaFamiliaFolhaPagamento.csv	14026988	272.113430221
201502_BolsaFamiliaFolhaPagamento.csv	14042558	264.262558008
201503_BolsaFamiliaFolhaPagamento.csv	14004026	264.811681812
201504_BolsaFamiliaFolhaPagamento.csv	13787678	261.051943072
201505_BolsaFamiliaFolhaPagamento.csv	13779988	259.701097323
201506_BolsaFamiliaFolhaPagamento.csv	13753665	265.803475808

